Age	SLOCStandard	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	SATD	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	CriticalEditDistances	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	
2466	3#3#3#3#3#3#3#3#3#3#3#3#3#3#4#3	0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.507929801940918#0.441501259803772#0.7423993349075317	0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.6740769043835727#0.429933521483676#0.7918961397481447	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#6.63#3.77	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0	20.0#20.0#20.0#20.0#20.0#20.0#20.0#20.0#20.0#20.0#20.0#20.0#20.0#20.0#26.0#18.0	130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#130.18594360351562#123.75868225097656#131.1385955810547	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#6#6#41#67#67#67#67#85#90#96#1561#1594#1616#2120#2192	0#0#0#0#0#0#0#0#0#0#0#0#0#0#3#2	0#0#0#0#0#0#0#0#0#0#0#0#0#0#5#5	0#0#0#0#0#0#0#0#0#0#0#0#0#0#83#54	0#0#0#0#0#0#0#0#0#0#0#0#0#0#79#50	0#0#0#39#1#39#0#50#74#0#1#1#62#0#99#1	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#1#0#1#0#0#0	0#0#0#0#0#0#0#0#0#0#1#0#1#0#0#0	4061.json	
22	3	0.6337372064590454	0.8386484637400113	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	13172.json	
870	3#3#3#3	0.5842180252075195#0.5842180252075195#0.31521835923194885#0.3302566707134247	0.7224992526187692#0.7224992526187692#0.6279765448828311#0.6235321037393988	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	1#1#1#1	18.0#18.0#20.0#20.0	130.85629272460938#130.85629272460938#130.07347106933594#130.07347106933594	0#0#0#0	0#0#0#0	0#0#0#0	0#20#71#158	0#0#1#1	0#0#2#2	0#0#6#3	0#0#6#3	0#0#53#35	0#0#0#0	0#0#1#0	0#0#1#0	3583.json	
2107	3#3	0.653750479221344#0.653750479221344	0.7876418680475908#0.7876418680475908	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	17.0#17.0	131.28770446777344#131.28770446777344	0#0	1#1	0#0	0#1257	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	1116.json	
2291	3#3#3	0.48553451895713806#0.48553451895713806#0.46276745200157166	0.7910001098202412#0.7910001098202412#0.8640918901653725	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	17.0#17.0#16.0	131.03103637695312#131.03103637695312#131.46876525878906	0#0#0	0#0#0	0#0#0	0#1441#2095	0#0#1	0#0#2	0#0#10	0#0#10	0#0#24	0#0#0	0#0#0	0#0#0	1544.json	
2080	3#3#3	0.8417743444442749#0.8564766049385071#0.8564766049385071	0.6539390864758323#0.6891966731847399#0.6891966731847399	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	1#1#1	17.0#16.0#16.0	131.1535186767578#131.60296630859375#131.60296630859375	0#0#0	0#0#0	0#0#0	0#4#1230	0#3#0	0#6#0	0#14#0	0#11#0	0#24#0	0#0#0	0#0#0	0#0#0	7454.json	
1706	12#12#14#14#14	0.015151984058320522#0.015151984058320522#0.002742517739534378#0.002882710425183177#0.003122215159237385	6.182288429215932E-4#6.182288429215932E-4#4.070872357427856E-4#4.140180190370662E-4#4.388431230070127E-4	2#2#5#5#5	1#1#2#2#2	3#3#7#7#7	2#2#3#3#3	5.12#5.12#5.11#5.11#5.11	1#1#1#1#1	6#6#7#7#7	82.0#82.0#89.0#89.0#89.0	98.86775207519531#98.86775207519531#95.71453857421875#95.71453857421875#95.71453857421875	0#0#0#0#0	0#0#0#0#0	2#2#2#2#2	0#3#7#7#856	0#0#6#2#0	0#0#10#4#0	0#0#126#20#14	0#0#133#20#0	0#6#19#12#0	0#0#0#0#0	0#1#1#1#0	0#1#1#1#0	9595.json	
1005	3#3#3	0.4847548007965088#0.4847548007965088#0.45068204402923584	0.8424917895200666#0.8424917895200666#0.9008472050521139	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	1#1#1	17.0#17.0#16.0	131.43582153320312#131.43582153320312#131.91592407226562	0#0#0	0#0#0	0#0#0	0#155#792	0#0#1	0#0#2	0#0#7	0#0#7	0#0#739	0#0#0	0#0#0	0#0#0	3243.json	
1056	3#3	0.3108168840408325#0.3108168840408325	0.7339271863373162#0.7339271863373162	0#0	0#0	0#0	1#1	3.77#3.77	0#0	1#1	22.0#22.0	129.69032287597656#129.69032287597656	0#0	1#1	0#0	0#205	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	5472.json	
484	10	0.08964820951223373	0.11706970393923734	3	2	5	3	5.6	1	2	47.0	105.00251770019531	0	1	0	0	0	0	0	0	0	0	0	0	4879.json	
1443	3#3#3	0.8241248726844788#0.8241248726844788#0.8241248726844788	0.8805980716658428#0.8805980716658428#0.8805980716658428	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	14.0#14.0#14.0	132.4454345703125#132.4454345703125#132.4454345703125	0#0#0	0#0#0	0#0#0	0#387#592	0#0#0	0#0#0	0#0#0	0#0#0	0#90#0	0#0#0	0#1#0	0#1#0	5385.json	
1006	3#3#3#4#4	0.26803794503211975#0.26803794503211975#0.4174374043941498#0.2928437888622284#0.31277328729629517	0.4579850814204614#0.4579850814204614#0.6220413496781482#0.7070972081703952#0.7171253191030783	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	3.77#3.77#3.77#6.63#6.63	0#0#0#0#0	1#1#1#1#1	23.0#23.0#20.0#20.0#20.0	129.14646911621094#129.14646911621094#130.18594360351562#125.5254898071289#125.5254898071289	0#0#0#0#0	1#1#1#1#1	0#0#0#0#0	0#8#8#156#163	0#0#1#0#1	0#0#2#0#2	0#0#21#4#6	0#0#21#0#6	0#23#12#0#4	0#0#0#0#0	0#1#0#0#1	0#1#0#0#1	6903.json	
484	3#3	0.13937720656394958#0.1375851184129715	0.5328748434808227#0.5350089885336977	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	22.0#22.0	129.47398376464844#129.47398376464844	0#0	1#1	0#0	0#0	0#2	0#4	0#4	0#4	0#12	0#0	0#0	0#0	3456.json	
340	3#3	0.246653214097023#0.22210219502449036	0.7281349335842001#0.7831271432747229	0#0	0#0	0#0	1#1	3.77#3.77	0#0	1#1	20.0#19.0	130.07347106933594#130.45266723632812	0#0	1#1	0#0	0#126	0#1	0#2	0#7	0#7	0#739	0#0	0#0	0#0	10627.json	
935	6#6	0.0795745700597763#0.0795745700597763	0.17707733347630322#0.17707733347630322	1#1	1#1	2#2	2#2	6.53#6.53	1#1	1#1	36.0#36.0	114.89436340332031#114.89436340332031	0#0	2#2	0#0	0#85	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	6889.json	
993	3#4	0.3701517879962921#0.268801748752594	0.6787667686740034#0.7631091715041156	0#0	0#0	0#0	1#1	3.77#6.63	0#0	0#0	19.0#19.0	130.57513427734375#125.91468811035156	0#0	1#1	0#0	0#143	0#0	0#0	0#5	0#0	0#0	0#0	0#0	0#0	1710.json	
912	5#5#5#5	6.208036211319268E-4#6.208036211319268E-4#6.208036211319268E-4#0.003544650273397565	0.002422017820812724#0.002422017820812724#0.002422017820812724#0.0050337177417412214	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	8.76#8.76#8.76#8.76	0#0#0#0	7#7#7#7	57.0#57.0#57.0#53.0	115.17141723632812#115.17141723632812#115.17141723632812#115.59233856201172	0#0#0#0	1#1#1#1	1#1#1#1	0#40#62#190	0#0#0#2	0#0#0#4	0#0#0#27	0#0#0#16	0#62#0#15	0#0#0#0	0#1#0#0	0#1#0#0	7952.json	
998	3#3#3	0.5024319291114807#0.5024319291114807#0.11367678642272949	0.7946329680220753#0.7946329680220753#0.6971230810678323	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	1#1#2	19.0#19.0#22.0	130.57513427734375#130.57513427734375#129.81280517578125	0#0#0	1#1#1	0#0#0	0#148#499	0#0#1	0#0#2	0#0#29	0#0#29	0#0#48	0#0#0	0#0#0	0#0#0	6735.json	
1311	3#3#3	0.8116155862808228#0.7990697026252747#0.7990697026252747	0.8622293484738747#0.851066899082179#0.851066899082179	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	14.0#14.0#14.0	132.4454345703125#132.4454345703125#132.4454345703125	0#0#0	0#0#0	0#0#0	0#358#461	0#3#0	0#6#0	0#3#0	0#0#0	0#2#0	0#0#0	0#0#0	0#0#0	2467.json	
1166	3#3	0.7654874324798584#0.7654874324798584	0.8414654838888015#0.8414654838888015	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#315	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	1665.json	
22	4	0.028230095282197	0.05684068179441979	0	0	0	1	4.0	0	5	41.0	121.1530990600586	0	0	1	0	0	0	0	0	0	0	0	0	13095.json	
479	5	0.03117803856730461	0.28519668735612586	0	0	0	1	10.85	0	4	33.0	118.74115753173828	0	0	0	0	0	0	0	0	0	0	0	0	6941.json	
1719	5#6#6#6	0.3578736484050751#0.18470700085163116#0.18470700085163116#0.18470700085163116	0.3460266524809005#0.4496693307982919#0.4496693307982919#0.4496693307982919	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	8.76#8.54#8.54#8.54	0#0#0#0	1#1#1#1	32.0#32.0#32.0#32.0	118.7568130493164#115.80320739746094#115.80320739746094#115.80320739746094	0#0#0#0	1#1#1#1	0#0#0#0	0#16#21#869	0#3#0#0	0#5#0#0	0#8#0#0	0#4#0#0	0#23#9#0	0#0#0#0	0#0#1#0	0#0#1#0	4402.json	
2293	3#3#3#3	0.8716939091682434#0.9721532464027405#0.9721532464027405#0.9721532464027405	0.684901942826904#0.6272048777432219#0.6272048777432219#0.6272048777432219	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	0#0#0#0	18.0#20.0#20.0#20.0	130.85629272460938#130.07347106933594#130.07347106933594#130.07347106933594	0#0#0#0	1#1#1#1	0#0#0#0	0#0#13#1443	0#1#0#0	0#2#0#0	0#39#0#0	0#39#0#0	0#5#42#0	0#0#0#0	0#1#0#0	0#0#0#0	8728.json	
92	3	0.6996514797210693	0.8494009244789436	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	12818.json	
1549	7#11#11#8#22#24#24#24#26#26#27#21#27#26	0.027894094586372375#0.25380629301071167#0.2719641625881195#0.15372197329998016#0.5225545167922974#0.15889345109462738#0.15903763473033905#0.14607445895671844#0.07899583131074905#0.07899583131074905#0.03642992675304413#0.05621355026960373#0.03642992675304413#0.07943662256002426	0.03816307588528529#0.10879818467640166#0.10801161194623872#0.7109016615929649#0.21273585637670714#0.04095702575973558#0.04093496090725057#0.0662307184145199#0.020935777930966838#0.020935777930966838#0.00824151488927945#0.07023540122571127#0.00824151488927945#0.021415224443494557	0#0#0#1#0#0#0#0#0#0#0#0#0#0	0#0#0#2#0#0#0#0#0#0#0#0#0#0	0#0#0#3#0#0#0#0#0#0#0#0#0#0	1#2#2#3#3#3#3#3#3#3#3#2#3#3	3.61#5.83#5.83#5.66#11.3#11.24#11.24#11.24#11.06#11.06#11.02#8.58#11.02#11.06	0#1#1#2#3#3#3#3#3#3#3#2#3#3	5#5#5#2#5#7#7#7#9#9#10#8#10#9	51.0#59.0#59.0#32.0#87.0#101.0#101.0#99.0#109.0#109.0#116.0#89.0#116.0#109.0	110.88229370117188#102.32613372802734#102.32613372802734#111.1761474609375#88.55313873291016#86.2840347290039#86.2840347290039#86.42908477783203#84.55135345458984#84.55135345458984#83.57804107666016#89.60649871826172#83.57804107666016#84.55135345458984	0#0#0#0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#0#0#0#0#0#0#0	1#1#1#0#1#1#1#1#1#1#1#0#1#1	0#40#76#76#151#229#234#629#629#698#795#1034#1034#1299	0#12#1#5#26#2#1#1#2#0#3#20#30#0	0#17#2#16#31#2#2#2#2#0#5#49#51#1	0#241#15#402#571#95#1#56#86#0#88#369#369#47	0#65#15#245#498#117#1#56#102#0#99#240#240#58	0#2#2#3#2#9#2#2#2#0#8#2#2#4	0#0#0#1#0#0#0#0#0#0#0#0#0#0	0#0#1#1#0#0#0#0#0#0#1#0#0#0	0#0#1#0#0#0#0#0#0#0#1#0#0#0	2938.json	
1689	5#5#5#3#3	0.08454673737287521#0.08099672198295593#0.07847827672958374#0.2460990846157074#0.2215869277715683	0.5169012689390738#0.5048389842608133#0.5054888548620639#0.8837207240326115#0.9164363314575689	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	9.33#9.33#9.33#3.77#3.77	0#0#0#0#0	1#1#1#1#1	29.0#29.0#29.0#13.0#12.0	119.57592010498047#119.57592010498047#119.57592010498047#133.18099975585938#133.80813598632812	0#0#0#0#0	2#2#2#0#0	0#0#0#0#0	0#27#839#1097#1476	0#2#0#3#1	0#4#0#8#2	0#16#8#164#7	0#8#0#153#7	0#24#0#5#739	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	338.json	
1922	3#3#3	0.7845461964607239#0.7756884098052979#0.7756884098052979	0.7280144123118563#0.7351124064386352#0.7351124064386352	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	18.0#18.0#18.0	130.99049377441406#130.99049377441406#130.99049377441406	0#0#0	0#0#0	0#0#0	0#2#1072	0#1#0	0#2#0	0#19#0	0#19#0	0#18#0	0#0#0	0#1#0	0#1#0	6650.json	
1062	6#14#11#11	0.1258179247379303#4.954070900566876E-4#0.02389536425471306#0.02389536425471306	0.3997317348877555#9.667368715161563E-7#0.05584079891714178#0.05584079891714178	1#1#1#1	1#3#3#3	2#4#4#4	2#4#4#4	5.5#8.4#6.9#6.9	1#2#2#2	3#12#4#4	36.0#118.0#60.0#60.0	115.35775756835938#93.72520446777344#101.95867156982422#101.95867156982422	0#0#0#0	1#1#1#1	0#2#0#0	0#6#7#211	0#9#1#0	0#10#5#0	0#377#232#0	0#392#234#0	0#2#4#0	0#0#0#0	0#1#0#0	0#1#0#0	6187.json	
1706	7#7#7	0.014927097596228123#0.014927097596228123#0.014927097596228123	0.15657094548597178#0.15657094548597178#0.15657094548597178	1#1#1	1#1#1	2#2#2	2#2#2	6.66#6.66#6.66	1#1#1	2#2#2	44.0#44.0#44.0	111.56436157226562#111.56436157226562#111.56436157226562	0#0#0	0#0#0	0#0#0	0#3#856	0#0#0	0#0#0	0#0#0	0#0#0	0#6#0	0#0#0	0#1#0	0#1#0	9738.json	
291	8#8#8	0.3245472311973572#0.3245472311973572#0.3245472311973572	0.4542016376524842#0.4542016376524842#0.4542016376524842	2#2#2	1#1#1	3#3#3	3#3#3	7.75#7.75#7.75	2#2#2	2#2#2	36.0#36.0#36.0	110.14038848876953#110.14038848876953#110.14038848876953	0#0#0	1#1#1	1#1#1	0#23#165	0#0#0	0#0#0	0#0#0	0#0#0	0#4#0	0#0#0	0#0#1	0#0#1	9387.json	
122	3	0.25515809655189514	0.60840347551003	0	0	0	1	3.77	0	1	20.0	130.07347106933594	0	0	0	0	0	0	0	0	0	0	0	0	3691.json	
888	3#3#3	0.6806945204734802#0.7055724263191223#0.7055724263191223	0.9023133279715081#0.8913202227087466#0.8913202227087466	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	14.0#14.0#14.0	132.4454345703125#132.4454345703125#132.4454345703125	0#0#0	0#0#0	0#0#0	0#16#38	0#3#0	0#6#0	0#12#0	0#9#0	0#62#0	0#0#0	0#1#0	0#1#0	7959.json	
1166	47#55#56#28#28#34#20#20	0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0	3.396430966103383E-21#1.7380955470732852E-19#4.2203814121339505E-20#3.3553547929200333E-10#3.3553547929200333E-10#1.1578974989184155E-10#1.208176450612224E-10#1.205944091181965E-10	14#14#14#6#6#8#0#0	14#14#14#6#6#8#0#0	28#28#28#12#12#16#0#0	15#15#15#7#7#9#1#1	5.25#8.98#8.93#9.57#9.57#9.41#8.54#8.54	1#1#1#1#1#1#0#0	26#26#27#19#19#26#28#28	349.0#344.0#352.0#192.0#192.0#210.0#182.0#182.0	65.58378601074219#63.089599609375#62.65583419799805#79.30744171142578#79.30744171142578#75.2034912109375#86.48475646972656#86.48475646972656	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	1#1#1#1#1#1#2#2	0#104#238#306#315#526#527#552	0#1#1#0#0#21#17#4	0#2#1#28#0#36#48#8	0#70#39#955#0#423#625#4	0#14#40#979#0#428#619#4	0#314#5#9#0#12#8#5	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	1636.json	
556	10	0.483601450920105	0.64658358528248	1	1	2	3	6.9	2	1	40.0	106.05183410644531	0	1	0	0	0	0	0	0	0	0	0	0	7553.json	
1010	4#8#4#4#10#6	0.1260673701763153#0.06357014924287796#0.1260673701763153#0.1260673701763153#0.08520855009555817#0.11087065935134888	0.29746413649169273#0.006598214483153727#0.29746413649169273#0.29746413649169273#0.230309975329434#0.12041554646882315	0#1#0#0#4#2	0#1#0#0#3#1	0#2#0#0#7#3	1#2#1#1#3#2	6.63#8.89#6.63#6.63#9.6#5.5	0#0#0#0#2#1	2#5#2#2#3#3	30.0#62.0#30.0#30.0#46.0#41.0	122.93054962158203#107.12062072753906#122.93054962158203#122.93054962158203#105.11434936523438#114.28445434570312	0#0#0#0#0#0	2#2#2#2#2#2	0#2#0#0#0#0	0#4#6#160#697#830	0#5#1#0#7#1	0#6#6#0#8#4	0#168#168#0#110#41	0#164#164#0#127#44	0#1#1#0#2#13	0#0#0#0#0#0	0#0#0#0#1#0	0#0#0#0#1#0	7151.json	
348	3#3	0.3854927122592926#0.2074090987443924	0.8601480285413834#0.8522229410293855	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#0	0#3	0#6	0#15	0#12	0#17	0#0	0#0	0#0	2960.json	
1361	5#5	0.12704907357692719#0.12704907357692719	0.07099367426012662#0.07099367426012662	0#0	0#0	0#0	1#1	8.76#8.76	0#0	5#5	40.0#40.0	117.53009796142578#117.53009796142578	0#0	1#1	1#1	0#511	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	6138.json	
1341	3#3	0.7549734711647034#0.7549734711647034	0.8712672009385896#0.8712672009385896	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#491	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	5338.json	
496	3	0.3489479422569275	0.601863582359042	0	0	0	1	3.77	0	1	20.0	130.07347106933594	0	0	0	0	0	0	0	0	0	0	0	0	3767.json	
1719	3#3#3#5#5#5#5	0.9069285988807678#0.7614542841911316#0.7614542841911316#0.1777878850698471#0.08913081884384155#0.08913081884384155#0.08268270641565323	0.8240902218558317#0.7374518028887795#0.7374518028887795#0.3701659860232997#0.3508606695643068#0.3508606695643068#0.40589786679545353	0#0#0#2#2#2#2	0#0#0#1#1#1#1	0#0#0#3#3#3#3	1#1#1#2#2#2#2	3.77#3.77#3.77#5.99#5.99#5.99#5.99	0#0#0#1#1#1#1	0#0#0#2#2#2#2	15.0#17.0#17.0#31.0#31.0#31.0#30.0	131.9385528564453#131.03103637695312#131.03103637695312#118.9991226196289#118.9991226196289#118.9991226196289#119.25943756103516	0#0#0#0#0#0#0	1#1#1#1#1#1#1	0#0#0#0#0#0#0	0#16#21#420#694#869#1179	0#1#0#3#2#0#1	0#2#0#4#4#0#2	0#5#0#76#55#0#7	0#5#0#83#55#0#7	0#23#9#3#4#0#10	0#0#0#0#0#0#0	0#0#1#0#0#0#0	0#0#1#0#0#0#0	4409.json	
2474	3#3#3#3#3#3#3#3#3#3#3	0.6279385089874268#0.6279385089874268#0.6279385089874268#0.6279385089874268#0.6279385089874268#0.6279385089874268#0.6279385089874268#0.6279385089874268#0.6279385089874268#0.6279385089874268#0.6279385089874268	0.8035531620429245#0.8035531620429245#0.8035531620429245#0.8035531620429245#0.8035531620429245#0.8035531620429245#0.8035531620429245#0.8035531620429245#0.8035531620429245#0.8035531620429245#0.8035531620429245	0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1#1	3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77	0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0	17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0	131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578	0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1#1	0#0#0#0#0#0#0#0#0#0#0	0#75#75#75#75#75#93#93#93#1370#1624	0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0	0#1#39#0#0#50#74#0#34#1#0	0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#1#0	0#0#0#0#0#0#0#1#1#1#0	2923.json	
1681	10#10	0.018937062472105026#0.018937062472105026	6.785837573730543E-4#6.785837573730543E-4	2#2	1#1	3#3	2#2	10.85#10.85	1#1	5#5	78.0#78.0	102.12398529052734#102.12398529052734	0#0	0#0	3#3	0#831	0#0	0#0	0#12	0#0	0#0	0#0	0#0	0#0	6463.json	
975	3#3#3#3	0.06202095001935959#0.20004616677761078#0.20004616677761078#0.40243521332740784	0.8077564895771533#0.8430121060773418#0.8430121060773418#0.8308826685552299	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	0#0#0#0	17.0#17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344	0#0#0#0	1#1#1#1	0#0#0#0	0#0#125#171	0#3#0#1	0#6#0#2	0#31#0#7	0#28#0#7	0#6#0#142	0#0#0#0	0#0#0#1	0#0#0#1	2428.json	
2319	3#3#3#3	0.48598819971084595#0.4660239815711975#0.4660239815711975#0.4660239815711975	0.7980644320245752#0.7956466636262158#0.7956466636262158#0.7956466636262158	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	0#0#0#0	17.0#17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344	0#0#0#0	1#1#1#1	0#0#0#0	0#168#245#1469	0#3#0#0	0#6#0#0	0#3#0#0	0#0#0#0	0#3#0#0	0#0#0#0	0#0#0#0	0#0#0#0	281.json	
1706	21#21#21#21#27#27#27#27#29#27	0.46139881014823914#0.46139881014823914#0.5452418923377991#0.5452418923377991#0.21375998854637146#0.21559543907642365#0.21559543907642365#0.21430259943008423#0.17395524680614471#0.13780426979064941	0.30009266567837706#0.30009266567837706#0.3898075650934591#0.3898075650934591#0.07216954842497393#0.09608279362252573#0.09608279362252573#0.12483005442533968#0.0647316020093121#0.0546480925293045	0#0#0#0#1#1#1#1#2#1	0#0#0#0#1#1#1#1#2#1	0#0#0#0#2#2#2#2#4#2	3#3#3#3#4#4#4#4#5#4	9.44#9.44#9.57#9.57#12.0#12.0#12.0#12.0#13.34#12.0	2#2#2#2#3#3#3#3#4#3	5#5#5#5#6#6#6#6#7#7	73.0#73.0#73.0#73.0#95.0#94.0#94.0#93.0#101.0#97.0	90.13548278808594#90.13548278808594#90.13548278808594#90.13548278808594#84.21277618408203#84.3004379272461#84.3004379272461#84.38968658447266#82.539306640625#84.13707733154297	0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1	0#0#0#0#0#0#0#0#0#0	0#3#99#172#256#396#856#921#1605#1605	0#0#1#2#7#1#0#1#4#2	0#0#1#4#8#2#0#2#5#6	0#0#16#4#182#13#0#6#68#69	0#0#0#4#213#13#0#6#76#78	0#6#26#9#5#60#0#23#27#25	0#0#0#0#0#0#0#0#0#0	0#1#0#0#1#0#0#0#0#0	0#1#0#0#1#0#0#0#0#0	9754.json	
155	3	0.38498613238334656	0.8302272499843361	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	963.json	
1706	6#6#6#6	0.6494651436805725#0.6494651436805725#0.6494651436805725#0.6337252259254456	0.08192834052101132#0.08192834052101132#0.08192834052101132#0.1035218439490945	1#1#1#1	1#1#1#1	2#2#2#2	2#2#2#2	6.53#6.53#6.53#6.53	1#1#1#1	2#2#2#2	40.0#40.0#40.0#39.0	114.34648895263672#114.34648895263672#114.34648895263672#114.54450988769531	0#0#0#0	0#0#0#0	0#0#0#0	0#3#856#1493	0#0#0#1	0#0#0#2	0#0#0#7	0#0#0#7	0#6#0#739	0#0#0#0	0#1#0#0	0#1#0#0	9354.json	
527	3#3	0.22852815687656403#0.16339950263500214	0.8746032976926313#0.8642792878587656	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	15.0#15.0	132.43687438964844#132.43687438964844	0#0	0#0	0#0	0#50	0#1	0#2	0#6	0#6	0#11	0#0	0#0	0#0	2022.json	
